F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
0.015199	0.089827	0.020303	0.1333	0.022028	0.33413	0.20782	0.29812	0.22705	0.22498
0.24125	0.012682	0.027213	0.42996	0.37366	0.39769	0.37817	0.24155	0.40528	0.36891
0.4083	0.077425	0.43214	0.019222	0.27812	0.58903	0.22387	0.31451	0.19828	0.33844
0.43196	0.063099	0.044508	0.02123	0.31809	0.17455	0.45573	0.41978	0.23323	0.22928
0.15676	0.14612	0.14711	0.02892	0.077392	0.23079	0.11059	0.16383	0.1165	0.23827
0.091873	0.088488	0.1805	0.21635	0.14533	0.41832	0.28045	0.21006	0.44334	0.28439
0.31253	0.19475	0.39211	0.26978	0.019242	0.29233	0.18046	0.24805	0.31177	0.38006
0.082546	0.056571	0.037985	0.10861	0.31079	0.28846	0.19319	0.22787	0.15303	0.32212
0.029867	0.12048	0.26152	0.043534	0.32348	0.2405	0.22362	0.30473	0.38042	0.36779
0.11419	0.45768	0.13026	0.045939	0.10103	0.23853	0.21574	0.23411	0.21381	0.32259
0.14864	0.20227	0.31031	0.030059	0.21306	0.33887	0.31825	0.45086	0.33055	0.19394
0.30215	0.045091	0.036882	0.039762	0.25615	0.27954	0.33819	0.12969	0.40253	0.47582
0.039466	0.068852	0.17008	0.028467	0.1197	0.39392	0.4091	0.17429	0.22298	0.33724
0.034774	0.21466	0.04516	0.030648	0.039503	0.28815	0.087268	0.27033	0.23691	0.26623
0.14982	0.067597	0.043841	0.16882	0.21753	0.39761	0.33359	0.22253	0.31928	0.25327
0.06607	0.062193	0.07395	0.16806	0.19748	0.31506	0.30013	0.25223	0.24323	0.092524
0.18914	0.36726	0.062875	0.24574	0.25846	0.090398	0.23194	0.25193	0.12549	0.23945
0.096099	0.22432	0.015859	0.36586	0.090093	0.25094	0.28547	0.25438	0.38891	0.16709
0.11486	0.12649	0.11733	0.014317	0.0057146	0.10328	0.51351	0.46069	0.34422	0.19881
0.047457	0.024941	0.078168	0.085333	0.18731	0.25517	0.39594	0.35962	0.34131	0.26514
0.25086	0.032344	0.047567	0.18153	0.57532	0.28803	0.2516	0.42011	0.40452	0.28934
0.16361	0.11938	0.15218	0.14272	0.059617	0.29101	0.25757	0.32859	0.28503	0.28573
0.49645	0.055033	0.2499	0.12793	0.1411	0.16973	0.39296	0.36886	0.2723	0.44334
0.049518	0.098796	0.42068	0.44969	0.17625	0.2324	0.23931	0.29886	0.2124	0.21136
0.14696	0.10159	0.23637	0.12607	0.26769	0.36051	0.29207	0.47336	0.20316	0.40368
0.042486	0.065922	0.013477	0.44015	0.050824	0.40366	0.21113	0.20945	0.32993	0.2331
0.28201	0.097682	0.11712	0.083962	0.43236	0.21069	0.39308	0.31745	0.2159	0.28838
0.033995	0.14376	0.32767	0.03787	0.18356	0.28514	0.48347	0.23019	0.2931	0.26698
0.084723	0.18424	0.067062	0.32261	0.28017	0.43536	0.33003	0.40436	0.35777	0.21015
0.02357	0.06939	0.43394	0.034175	0.035388	0.15169	0.26667	0.17894	0.30487	0.12966
0.086911	0.081503	0.090618	0.15416	0.1848	0.2728	0.14535	0.2739	0.38106	0.27362
0.056678	0.1227	0.34935	0.077981	0.067577	0.22501	0.38393	0.41354	0.2606	0.14966
0.46895	0.28628	0.085473	0.041364	0.13422	0.51352	0.22536	0.21888	0.1464	0.32073
0.39963	0.31731	0.19583	0.22209	0.066413	0.34148	0.18177	0.22908	0.32456	0.1054
0.21582	0.097374	0.22265	0.051872	0.10388	0.20045	0.22692	0.36135	0.17266	0.32267
0.11583	0.060914	0.068224	0.19642	0.15584	0.17271	0.32728	0.44945	0.22579	0.29861
0.25397	0.058505	0.046293	0.23881	0.10138	0.25927	0.19293	0.26241	0.41685	0.2961
0.046729	0.093372	0.19299	0.14568	0.44916	0.51598	0.22413	0.36421	0.26507	0.098628
0.13588	0.19353	0.11076	0.52189	0.13761	0.22732	0.37115	0.2509	0.34909	0.23329
0.17928	0.13563	0.071612	0.10797	0.063816	0.4198	0.1857	0.36833	0.20073	0.22516
0.04745	0.39618	0.072512	0.072455	0.094933	0.22305	0.2391	0.49935	0.24472	0.18098
0.054817	0.081787	0.19942	0.047232	0.10709	0.2393	0.22081	0.43534	0.1468	0.2309
0.30017	0.080719	0.024435	0.064502	0.097669	0.49858	0.4094	0.23949	0.1336	0.4695
0.048609	0.17405	0.43567	0.12052	0.12556	0.20364	0.13423	0.30719	0.28701	0.20075
0.31735	0.33525	0.070735	0.03995	0.36657	0.45446	0.33858	0.25473	0.10836	0.27621
0.082564	0.13365	0.41354	0.03147	0.038999	0.50932	0.40976	0.21505	0.43017	0.28425
0.15206	0.21995	0.15262	0.25614	0.019072	0.37067	0.34366	0.31698	0.29947	0.27559
0.054014	0.076462	0.20611	0.14484	0.1552	0.20214	0.20212	0.4002	0.1891	0.17104
0.051553	0.16001	0.052834	0.12725	0.038251	0.2994	0.19457	0.31341	0.47893	0.26854
0.04342	0.27192	0.17951	0.20097	0.15406	0.29985	0.25053	0.27319	0.086224	0.43165
0.31443	0.33403	0.032658	0.12545	0.090821	0.57839	0.29692	0.27446	0.10371	0.23927
0.17904	0.064873	0.38114	0.046319	0.20706	0.30209	0.18532	0.21813	0.097554	0.19983
0.11156	0.088683	0.33916	0.25582	0.24934	0.23101	0.31881	0.31923	0.26063	0.1783
0.2664	0.047943	0.090245	0.14521	0.087127	0.26847	0.19738	0.34299	0.32623	0.36447
0.10301	0.04469	0.13447	0.10698	0.43892	0.31375	0.43692	0.27703	0.2085	0.24243
0.085065	0.12374	0.14875	0.038841	0.13369	0.35685	0.14363	0.068316	0.34338	0.3057
0.30144	0.3364	0.11493	0.090134	0.042957	0.15794	0.45469	0.14458	0.1762	0.19228
0.13943	0.062983	0.16122	0.17251	0.041523	0.31957	0.39042	0.17573	0.15243	0.20572
0.059895	0.13034	0.40961	0.41696	0.13748	0.13519	0.26241	0.33363	0.28478	0.18747
0.037124	0.17786	0.23397	0.076027	0.17999	0.15897	0.214	0.15586	0.2356	0.54828
0.11311	0.14632	0.23129	0.29809	0.20661	0.21081	0.21141	0.43418	0.35265	0.35224
0.23082	0.056179	0.065312	0.40573	0.11666	0.41808	0.24555	0.26027	0.31784	0.28709
0.10036	0.061394	0.19694	0.25823	0.043234	0.29076	0.23206	0.26153	0.48121	0.21715
0.13981	0.22789	0.29381	0.11791	0.023915	0.17135	0.43308	0.12456	0.35675	0.37839
0.10621	0.08732	0.35179	0.10798	0.072803	0.56352	0.24589	0.14915	0.4182	0.2963
0.068618	0.053494	0.19257	0.02223	0.19257	0.29312	0.35135	0.10578	0.28911	0.37956
0.32126	0.25638	0.053	0.056713	0.2421	0.24083	0.32202	0.30937	0.22728	0.28264
0.13451	0.031597	0.095326	0.024253	0.38109	0.52633	0.22035	0.23824	0.36084	0.56178
0.10643	0.10059	0.041485	0.072755	0.47576	0.16281	0.18306	0.38463	0.35973	0.37324
0.05644	0.023867	0.08567	0.057437	0.33965	0.41453	0.30935	0.15657	0.20997	0.53874
0.042186	0.069884	0.039191	0.11147	0.14789	0.24017	0.37634	0.43721	0.25661	0.25106
0.39774	0.10603	0.092097	0.076381	0.19974	0.23517	0.14894	0.26731	0.16266	0.25522
0.038668	0.33086	0.086547	0.18357	0.1533	0.28499	0.3287	0.29158	0.30735	0.50083
0.044522	0.071146	0.24422	0.059749	0.06765	0.2831	0.18681	0.26871	0.2354	0.49641
0.052594	0.13504	0.22791	0.24322	0.10355	0.29696	0.18943	0.23021	0.41904	0.22968
0.056556	0.099584	0.23199	0.029247	0.14802	0.20081	0.13112	0.12585	0.12679	0.15345
0.15383	0.1248	0.19646	0.26517	0.10486	0.31921	0.35561	0.18231	0.30079	0.2916
0.012882	0.018888	0.46465	0.28929	0.29682	0.23401	0.29839	0.31093	0.17573	0.33382
0.065968	0.19034	0.36584	0.17513	0.10778	0.31279	0.23511	0.30271	0.42253	0.28849
0.14037	0.3383	0.045736	0.13089	0.089715	0.26858	0.27418	0.29838	0.21015	0.19877
0.047941	0.21708	0.17195	0.078474	0.25441	0.2131	0.27362	0.29614	0.4435	0.2069
0.31234	0.17033	0.056922	0.062825	0.12925	0.25034	0.21734	0.36243	0.17803	0.47265
0.3038	0.06585	0.097887	0.17822	0.10854	0.1567	0.27924	0.20567	0.40618	0.31202
0.04553	0.093784	0.020382	0.2231	0.12659	0.11293	0.2649	0.23149	0.41406	0.30798
0.10559	0.30013	0.32646	0.13645	0.019611	0.21649	0.24387	0.4026	0.23757	0.29728
0.16991	0.32034	0.027733	0.14082	0.071767	0.16861	0.30241	0.28855	0.41439	0.19671
0.10618	0.16841	0.082111	0.31806	0.15474	0.17456	0.48376	0.37875	0.26597	0.28605
0.094398	0.09149	0.37007	0.096588	0.042946	0.5471	0.18181	0.22726	0.16537	0.19523
0.31257	0.04195	0.079509	0.086929	0.14312	0.23373	0.25076	0.29543	0.44936	0.30729
0.091538	0.13849	0.30721	0.18838	0.071128	0.29082	0.33244	0.41632	0.36419	0.34533
0.18651	0.10302	0.017857	0.16997	0.14505	0.38455	0.2664	0.46655	0.27029	0.23653
0.30579	0.16992	0.053787	0.049141	0.22857	0.33597	0.36514	0.28775	0.15743	0.2843
0.057506	0.049476	0.27014	0.16272	0.11615	0.47949	0.26238	0.24399	0.28344	0.30519
0.080642	0.059332	0.50424	0.19775	0.10188	0.24327	0.20394	0.23944	0.5803	0.24675
0.10885	0.041324	0.28443	0.11981	0.25701	0.17839	0.17016	0.22777	0.24835	0.25004
0.033741	0.24569	0.41409	0.093094	0.47168	0.20432	0.33956	0.21563	0.24437	0.3509
0.52686	0.24879	0.087799	0.1542	0.17129	0.21422	0.37799	0.30093	0.087199	0.46143
0.13827	0.020535	0.16003	0.067661	0.1341	0.34917	0.51144	0.21296	0.34993	0.27626
0.16525	0.092731	0.2361	0.015453	0.046788	0.33696	0.21505	0.3187	0.22853	0.15494
0.34815	0.11087	0.1385	0.034292	0.12119	0.35866	0.15182	0.14789	0.28679	0.33178
0.058941	0.023683	0.049713	0.043512	0.25249	0.29037	0.20932	0.25439	0.21408	0.24966
0.081941	0.051778	0.59929	0.15581	0.035453	0.16638	0.32159	0.44982	0.19408	0.35
0.60306	0.051981	0.0094417	0.057588	0.14234	0.53829	0.33604	0.16636	0.29429	0.33008
0.11857	0.10124	0.14965	0.040819	0.11755	0.34263	0.30819	0.16412	0.2819	0.27073
0.045371	0.077745	0.11561	0.60646	0.018069	0.18287	0.19018	0.27975	0.29867	0.4446
0.15536	0.10575	0.058929	0.090411	0.23253	0.37615	0.29938	0.24243	0.28431	0.16084
0.23885	0.056781	0.085281	0.27006	0.019607	0.27764	0.20815	0.42782	0.22532	0.25055
0.47461	0.055614	0.17357	0.16502	0.42577	0.27982	0.48432	0.16476	0.35149	0.17473
0.33899	0.0082506	0.083115	0.11727	0.76172	0.34626	0.27014	0.12708	0.34012	0.22543
0.46771	0.24285	0.082871	0.037242	0.085799	0.26739	0.23384	0.35519	0.19104	0.30215
0.058367	0.15061	0.15388	0.094725	0.29981	0.24403	0.30089	0.22123	0.3489	0.29684
0.11838	0.21779	0.38737	0.037272	0.13886	0.12371	0.18609	0.40899	0.44861	0.28428
0.056768	0.096881	0.052128	0.13492	0.28089	0.16483	0.2378	0.45156	0.32226	0.15214
0.21511	0.036732	0.50489	0.047703	0.19787	0.19608	0.18955	0.41087	0.20986	0.34166
0.24665	0.17507	0.14417	0.41913	0.14068	0.24503	0.25295	0.12474	0.15491	0.23977
0.16767	0.2428	0.10581	0.38046	0.096958	0.22135	0.45215	0.2716	0.5001	0.24898
0.15995	0.034473	0.24211	0.17592	0.025293	0.43834	0.37005	0.25088	0.23931	0.33543
0.07154	0.066451	0.057543	0.36186	0.036806	0.26501	0.15137	0.34684	0.15847	0.19653
0.16963	0.055296	0.14149	0.01499	0.076925	0.35041	0.38709	0.36586	0.39894	0.18546
0.24041	0.22687	0.30296	0.16607	0.26014	0.40371	0.52745	0.37413	0.30857	0.20157
0.54735	0.55797	0.20555	0.32371	0.025998	0.39774	0.41879	0.16146	0.42451	0.45043
0.080262	0.30453	0.020967	0.092175	0.11639	0.40923	0.27992	0.13495	0.32956	0.35496
0.13548	0.089557	0.14624	0.12655	0.35197	0.2459	0.42417	0.20902	0.39036	0.24762
0.071816	0.11663	0.26109	0.10322	0.35381	0.28692	0.37187	0.30968	0.24445	0.25179
0.048031	0.1266	0.065721	0.040401	0.040373	0.21806	0.30481	0.24107	0.21281	0.26845
0.021476	0.31996	0.17692	0.10527	0.13338	0.21798	0.19568	0.37936	0.24406	0.26767
0.16013	0.35142	0.03872	0.35654	0.32917	0.10599	0.31972	0.33248	0.25746	0.30174
0.12438	0.10997	0.10938	0.10506	0.23958	0.33417	0.3214	0.31584	0.18167	0.41423
0.096005	0.14313	0.19526	0.063049	0.027586	0.098779	0.14066	0.36669	0.23219	0.4974
0.36756	0.057909	0.092611	0.072445	0.047283	0.30936	0.20464	0.17698	0.10869	0.26283
0.2411	0.13602	0.068099	0.48398	0.080905	0.2145	0.079596	0.44497	0.36919	0.24245
0.30993	0.08774	0.074131	0.10132	0.155	0.43347	0.47605	0.30996	0.1869	0.28065
0.039247	0.30155	0.39106	0.45853	0.020661	0.13738	0.15445	0.29406	0.23866	0.13125
0.21897	0.037514	0.55188	0.15544	0.63139	0.32484	0.23338	0.17822	0.14844	0.27947
0.072714	0.31273	0.029917	0.14397	0.082597	0.37051	0.17913	0.21336	0.30887	0.21585
0.24771	0.21012	0.095095	0.13944	0.16588	0.26814	0.20729	0.27251	0.19481	0.47761
0.30873	0.17949	0.039354	0.026793	0.03785	0.30666	0.15931	0.34293	0.19882	0.28245
0.078742	0.064426	0.45745	0.29483	0.065789	0.43852	0.21869	0.33727	0.51565	0.16348
0.077319	0.078068	0.025452	0.3894	0.36476	0.33392	0.3781	0.21586	0.26712	0.30904
0.18278	0.22306	0.10129	0.026176	0.092097	0.29608	0.29809	0.19528	0.35947	0.54889
0.23862	0.20569	0.53934	0.1776	0.13955	0.15956	0.075289	0.21527	0.18328	0.27635
0.51073	0.23481	0.034691	0.15403	0.3605	0.3606	0.27697	0.3574	0.29256	0.17862
0.060006	0.068499	0.22285	0.10385	0.068705	0.42195	0.32693	0.37964	0.35866	0.1388
0.072629	0.21418	0.18034	0.12269	0.08697	0.28762	0.29427	0.25261	0.34686	0.30562
0.078975	0.12039	0.26268	0.17302	0.45923	0.26323	0.16554	0.19838	0.39819	0.19299
0.15636	0.17116	0.1336	0.052558	0.17536	0.34164	0.22925	0.1778	0.25907	0.24791
0.11231	0.18045	0.28556	0.24253	0.4148	0.27368	0.24289	0.23127	0.39058	0.2747
0.010845	0.089083	0.015818	0.023004	0.34543	0.31994	0.27658	0.4634	0.11465	0.20287
0.1618	0.021659	0.11385	0.34277	0.15235	0.12977	0.24215	0.17016	0.56521	0.14007
0.334	0.17899	0.12967	0.15657	0.21924	0.32522	0.13806	0.32926	0.10674	0.3438
0.023168	0.18549	0.035619	0.31712	0.02075	0.18765	0.15528	0.48227	0.1691	0.32113
0.13267	0.14572	0.11718	0.15302	0.25983	0.16518	0.19074	0.27753	0.44483	0.17339
0.20647	0.28328	0.10189	0.396	0.64294	0.34885	0.22064	0.29077	0.34683	0.27267
0.26445	0.1237	0.32613	0.058674	0.083055	0.32913	0.22023	0.25364	0.45137	0.21291
0.04322	0.22915	0.083834	0.21059	0.17634	0.085232	0.25419	0.29625	0.22783	0.28497
0.07057	0.06233	0.054178	0.1466	0.16721	0.13138	0.26063	0.50796	0.33382	0.26942
0.021455	0.11081	0.41299	0.13991	0.49902	0.51491	0.38093	0.30954	0.24147	0.22885
0.11372	0.052216	0.17795	0.1944	0.15514	0.63997	0.20267	0.4912	0.30657	0.46197
0.22741	0.10898	0.11554	0.064657	0.0067878	0.23207	0.26772	0.34434	0.21132	0.22907
0.46229	0.10304	0.066436	0.33347	0.14567	0.25848	0.3604	0.097831	0.44828	0.17754
0.042274	0.074086	0.085442	0.17198	0.11575	0.33429	0.30814	0.30832	0.14681	0.26443
0.021274	0.6629	0.09697	0.10679	0.04403	0.1597	0.27983	0.46328	0.16291	0.22317
0.16383	0.11689	0.23241	0.053262	0.053862	0.23837	0.14586	0.4002	0.2932	0.334
0.041836	0.064764	0.074602	0.18087	0.042441	0.45721	0.14108	0.2724	0.27012	0.17979
0.12897	0.039638	0.10779	0.10432	0.24255	0.21147	0.23668	0.22518	0.16463	0.42477
0.30051	0.25719	0.45065	0.045177	0.054517	0.26465	0.21015	0.24864	0.36658	0.29972
0.24281	0.070174	0.36714	0.099371	0.14927	0.1501	0.25572	0.23039	0.28207	0.26521
0.031459	0.080208	0.39956	0.046552	0.042068	0.17016	0.15	0.37277	0.31484	0.20987
0.070522	0.068638	0.087089	0.34002	0.047848	0.28781	0.35685	0.40237	0.2373	0.3302
0.083862	0.32021	0.12798	0.13324	0.10912	0.23817	0.26541	0.20697	0.30549	0.23122
0.15273	0.6882	0.04318	0.08663	0.13087	0.36951	0.42222	0.39917	0.15065	0.2231
0.02279	0.26264	0.052759	0.041119	0.08761	0.31164	0.34881	0.12644	0.14343	0.19255
0.033017	0.16932	0.15289	0.073845	0.044328	0.24742	0.35752	0.20159	0.23471	0.24171
0.11761	0.17694	0.10121	0.09108	0.017902	0.37285	0.18734	0.22311	0.36423	0.20757
0.093848	0.020364	0.053894	0.04447	0.32486	0.18706	0.49573	0.23821	0.35508	0.19654
0.31855	0.18481	0.28882	0.38773	0.013997	0.50305	0.31711	0.26875	0.13317	0.25573
0.06429	0.18425	0.090037	0.022319	0.10621	0.21206	0.30171	0.11227	0.2629	0.38485
0.22887	0.11539	0.063481	0.041472	0.051044	0.3516	0.26782	0.22558	0.45949	0.29223
0.039971	0.11385	0.099561	0.046194	0.30867	0.30076	0.18431	0.17079	0.45598	0.096515
0.2091	0.30313	0.1326	0.26405	0.10034	0.4455	0.32273	0.17058	0.31878	0.37086
0.40048	0.11709	0.010531	0.025805	0.038308	0.37919	0.33363	0.33164	0.34589	0.40042
0.0073922	0.048842	0.068191	0.048528	0.15244	0.30371	0.18056	0.3263	0.27	0.27818
0.028619	0.084785	0.11275	0.049676	0.30811	0.22589	0.27182	0.38075	0.1577	0.439
0.035456	0.04896	0.1347	0.46706	0.78136	0.35151	0.28917	0.22759	0.3495	0.40927
0.40141	0.25274	0.042429	0.069308	0.065073	0.27277	0.19128	0.19007	0.40747	0.22243
0.08149	0.063421	0.77527	0.11719	0.045004	0.15374	0.23483	0.16189	0.36462	0.2261
0.053169	0.12971	0.14671	0.019195	0.26104	0.20491	0.18202	0.2162	0.32134	0.31208
0.0098795	0.28345	0.34668	0.22574	0.12809	0.40526	0.26257	0.19811	0.14613	0.33071
0.13625	0.37457	0.19402	0.20115	0.36784	0.20974	0.41845	0.32295	0.16844	0.24571
0.014298	0.22435	0.055791	0.042686	0.050195	0.37291	0.36399	0.2097	0.28961	0.20658
0.089108	0.013573	0.16141	0.15346	0.065229	0.2247	0.11279	0.26384	0.32564	0.19905
0.089791	0.23497	0.024694	0.054453	0.12277	0.24743	0.2246	0.32801	0.13867	0.11838
0.021775	0.37006	0.28274	0.28595	0.073902	0.271	0.41351	0.16621	0.16373	0.33108
0.075248	0.20482	0.074548	0.36346	0.021907	0.19042	0.46985	0.12311	0.18531	0.40359
0.40034	0.11324	0.18882	0.11088	0.05991	0.28053	0.092034	0.28289	0.21826	0.2182
0.11604	0.061878	0.11665	0.28129	0.033444	0.22683	0.36695	0.4501	0.14093	0.38738
0.12344	0.33733	0.25281	0.18543	0.10473	0.28207	0.39578	0.34496	0.29908	0.17616
0.040568	0.096769	0.14169	0.027132	0.16247	0.24376	0.32163	0.25054	0.15343	0.31726
0.061265	0.068975	0.10874	0.31209	0.0403	0.29149	0.24048	0.40282	0.30044	0.33346
0.13057	0.066333	0.18898	0.15877	0.31433	0.46337	0.44079	0.28172	0.31302	0.17143
0.17348	0.18828	0.054442	0.20382	0.11831	0.23038	0.22066	0.27178	0.2244	0.1888
0.029597	0.46418	0.31167	0.09092	0.077714	0.2837	0.11965	0.37495	0.11329	0.18214
0.28374	0.078843	0.12384	0.088614	0.17599	0.13985	0.2579	0.39634	0.27633	0.24754
0.041785	0.07553	0.089072	0.07296	0.17642	0.27999	0.23747	0.29458	0.39527	0.11753
0.1943	0.090313	0.68589	0.18801	0.10533	0.35273	0.32534	0.22612	0.29631	0.30404
0.13304	0.34214	0.27909	0.12521	0.052959	0.21467	0.37066	0.23223	0.32414	0.25262
0.034771	0.040062	0.21618	0.20745	0.37966	0.47934	0.18648	0.53071	0.53124	0.29539
0.073493	0.03253	0.17842	0.13944	0.17955	0.27558	0.16176	0.40631	0.45981	0.11185
0.35637	0.021555	0.12861	0.22375	0.086747	0.32047	0.34927	0.32617	0.3356	0.22368
0.13722	0.31531	0.076476	0.091526	0.54219	0.20146	0.29437	0.17276	0.36215	0.41599
0.18798	0.12941	0.18093	0.064276	0.37778	0.18557	0.41502	0.24369	0.2316	0.25855
0.10682	0.17195	0.12933	0.018285	0.412	0.23568	0.18742	0.32175	0.26264	0.36821
0.17518	0.40342	0.19474	0.14618	0.066043	0.33941	0.2172	0.2658	0.42128	0.18714
0.21716	0.064345	0.22842	0.16731	0.093122	0.55178	0.23496	0.24974	0.38558	0.23511
0.099735	0.059093	0.49604	0.42885	0.092184	0.34709	0.2618	0.26387	0.46018	0.19451
0.053223	0.13913	0.051618	0.090202	0.27181	0.2018	0.23557	0.19661	0.24764	0.36678
0.2883	0.26723	0.19176	0.097969	0.28991	0.20276	0.22955	0.19798	0.35742	0.26628
0.12304	0.29307	0.14742	0.21387	0.22087	0.32022	0.28716	0.43869	0.37484	0.41724
0.094149	0.16116	0.066613	0.079055	0.055555	0.27064	0.37774	0.34276	0.1736	0.35331
0.08806	0.035324	0.036766	0.037119	0.039594	0.28434	0.38476	0.29032	0.24383	0.23792
0.034092	0.19271	0.11114	0.27858	0.084836	0.25691	0.51906	0.11765	0.37131	0.19911
0.3071	0.32215	0.26389	0.046805	0.2257	0.30335	0.30149	0.4591	0.25303	0.36355
0.042518	0.04565	0.11133	0.077733	0.10328	0.3148	0.16177	0.16107	0.34462	0.32248
0.28723	0.046538	0.064833	0.053407	0.079955	0.23032	0.31909	0.35599	0.25841	0.18399
0.13929	0.35794	0.15979	0.057824	0.062731	0.41393	0.2088	0.21937	0.14389	0.41444
0.28131	0.1497	0.10228	0.091573	0.19032	0.55451	0.29337	0.41169	0.32336	0.53649
0.055691	0.15713	0.22164	0.36933	0.01013	0.22913	0.37418	0.32917	0.21139	0.32971
0.29494	0.35517	0.10529	0.11018	0.088431	0.25494	0.18254	0.40457	0.64514	0.2364
0.18689	0.20589	0.027597	0.093543	0.1939	0.35463	0.26892	0.27601	0.30589	0.24373
0.063933	0.30984	0.049173	0.2014	0.13772	0.29137	0.14145	0.16756	0.43286	0.29743
0.12492	0.12222	0.14148	0.038126	0.075209	0.32984	0.15823	0.21555	0.30631	0.36533
0.13082	0.31185	0.31223	0.055798	0.38583	0.18524	0.14885	0.39031	0.25065	0.31686
0.028415	0.45267	0.024946	0.041918	0.017371	0.32587	0.15957	0.3573	0.39637	0.31571
0.18248	0.10387	0.55307	0.079866	0.31228	0.2944	0.19433	0.4148	0.24871	0.23042
0.071819	0.095986	0.051292	0.090136	0.26198	0.23495	0.22289	0.26878	0.22762	0.2555
0.31591	0.062004	0.27656	0.17984	0.042108	0.21059	0.27484	0.24916	0.28099	0.68732
0.098015	0.22409	0.095467	0.18493	0.19225	0.22902	0.21323	0.23628	0.26139	0.31565
0.34266	0.41506	0.039809	0.12516	0.072806	0.4361	0.33495	0.076857	0.32339	0.24375
0.17699	0.2173	0.21879	0.010863	0.026743	0.36494	0.19046	0.30519	0.34478	0.14311
0.14636	0.24751	0.051098	0.4284	0.041686	0.36147	0.21276	0.3065	0.37662	0.31652
0.18165	0.24881	0.09977	0.24223	0.088904	0.43729	0.36052	0.39931	0.26761	0.17256
0.01868	0.18321	0.18884	0.030935	0.21089	0.22098	0.20929	0.2227	0.346	0.33451
0.1194	0.25955	0.061577	0.20687	0.31948	0.30271	0.36615	0.20247	0.34027	0.32632
0.055979	0.016241	0.13352	0.11081	0.44218	0.22979	0.47567	0.23955	0.20501	0.14601
0.11799	0.29777	0.41335	0.057793	0.06701	0.34368	0.39121	0.13164	0.17783	0.18528
0.15873	0.027357	0.040558	0.06157	0.040228	0.36488	0.31781	0.21706	0.42853	0.24613
0.052057	0.083289	0.10308	0.15454	0.018776	0.56102	0.20156	0.27631	0.37708	0.34404
0.049191	0.15804	0.31358	0.36157	0.34782	0.24777	0.1567	0.31266	0.15075	0.4623
0.13995	0.073096	0.12332	0.020218	0.16877	0.48117	0.14172	0.11751	0.30297	0.33457
0.078649	0.069693	0.079244	0.091123	0.24055	0.15938	0.36006	0.36342	0.2452	0.47233
0.20734	0.12157	0.17101	0.027238	0.019161	0.44612	0.73495	0.36808	0.28195	0.26636
0.22001	0.11319	0.16588	0.19376	0.49031	0.12394	0.16821	0.31663	0.29236	0.24564
0.088737	0.079753	0.076512	0.01989	0.097404	0.21895	0.30857	0.26426	0.23959	0.21469
0.1174	0.10682	0.081385	0.38423	0.13032	0.3309	0.22832	0.18921	0.23012	0.25673
0.19855	0.19827	0.25433	0.053182	0.23878	0.26995	0.15484	0.26605	0.23106	0.3485
0.039167	0.15085	0.1409	0.041536	0.038742	0.23565	0.32164	0.36032	0.26248	0.2181
0.23899	0.02729	0.28767	0.38067	0.12837	0.32025	0.20159	0.33867	0.27294	0.25423
0.067073	0.1171	0.26636	0.17738	0.3684	0.28264	0.3145	0.33553	0.24192	0.40212
0.10254	0.18874	0.19876	0.08873	0.11675	0.26445	0.11564	0.29775	0.25415	0.35188
0.046712	0.054773	0.051467	0.034036	0.24864	0.42927	0.43534	0.12028	0.27183	0.19254
0.26242	0.11628	0.13079	0.064232	0.18601	0.28753	0.21124	0.11674	0.35469	0.19387
0.27985	0.11032	0.41529	0.34442	0.77107	0.23884	0.12592	0.24082	0.23352	0.29803
0.044489	0.11641	0.17603	0.40622	0.079457	0.39195	0.11034	0.10182	0.27493	0.22945
0.26357	0.11978	0.27437	0.045825	0.18482	0.5243	0.32416	0.25178	0.29255	0.18706
0.056562	0.075624	0.33611	0.14645	0.11672	0.37827	0.4155	0.21277	0.23389	0.39188
0.07841	0.39403	0.039937	0.564	0.24395	0.14509	0.2381	0.41629	0.32222	0.38677
0.12184	0.27293	0.26266	0.13637	0.069825	0.22974	0.14311	0.44038	0.37328	0.35078
0.041784	0.40407	0.13211	0.15516	0.051375	0.54093	0.23801	0.22983	0.084659	0.28646
0.090611	0.10256	0.056573	0.056304	0.075254	0.23542	0.25344	0.38773	0.26169	0.22938
0.17081	0.053022	0.34703	0.042905	0.079436	0.16884	0.26569	0.29552	0.52815	0.44196
0.43645	0.095884	0.12279	0.016296	0.055574	0.084402	0.30237	0.20884	0.14531	0.19442
0.095776	0.090853	0.050098	0.040466	0.26591	0.28087	0.44995	0.25608	0.31662	0.26664
0.069631	0.074752	0.044142	0.079234	0.03156	0.32384	0.42006	0.28274	0.097557	0.25257
0.2575	0.042153	0.054759	0.090469	0.12116	0.069866	0.31411	0.38044	0.19804	0.29332
0.33072	0.036853	0.2824	0.011795	0.13	0.43092	0.1948	0.1916	0.23276	0.22377
0.15619	0.13709	0.38198	0.038164	0.065816	0.30648	0.35654	0.24823	0.24241	0.40018
0.057185	0.26759	0.1205	0.079966	0.078551	0.21841	0.21398	0.1377	0.31334	0.37739
0.043946	0.082667	0.11044	0.13175	0.1314	0.25495	0.13301	0.39719	0.15282	0.21635
0.23421	0.19447	0.19061	0.13846	0.062343	0.17383	0.53723	0.45534	0.23232	0.3802
